gene_id	transcript_id(s)	length	D71_r1	D71_r2	EPG1_r1	EPG1_r2	R_r1	R_r2	whole_brain1	whole_brain2
FBgn0261353	FBtr0302271	1529.0	6.39	0.0	0.55	6.14	0.46	0.0	2.04	3.23
FBgn0261356	FBtr0302274	1126.0	0.0	0.0	0.0	0.19	0.0	0.0	0.58	0.50
FBgn0261357	FBtr0302275	1028.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.00
FBgn0261358	FBtr0302276,FBtr0346520	832.5	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.00
FBgn0261360	FBtr0302277,FBtr0302278,FBtr0302279	6268.33	0.0	0.0	0.0	0.0	0.0	0.48	1.07	1.35
FBgn0261361	FBtr0302283	3070.0	2.6	4.37	0.42	4.74	1.66	3.62	4.22	4.39
FBgn0261363	FBtr0302290	2228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.12
FBgn0261373	FBtr0301037,FBtr0343490	773.0	0.0	55.42	0.0	29.54	0.95	0.16	9.09	9.56
FBgn0261380	FBtr0302273	1356.0	1.57	0.35	0.26	0.0	0.0	0.0	3.09	4.11
FBgn0261381	FBtr0302272	1529.0	6.39	0.0	0.55	6.14	0.46	0.0	2.04	3.23
FBgn0261383	FBtr0070841,FBtr0070842,FBtr0332399,FBtr0332400,FBtr0332401	5754.28	1.96	0.87	5.45	4.19	1.7	18.4	7.51	7.24
FBgn0261385	FBtr0088911,FBtr0088912,FBtr0100216	3572.67	0.0	0.0	0.0	0.0	0.0	3.0	0.25	0.16
FBgn0261386	FBtr0304153	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.74
FBgn0261387	FBtr0111274,FBtr0111277	2831.5	22.48	4.01	9.87	8.04	1.31	1.57	32.63	33.34
FBgn0261393	FBtr0081547,FBtr0307274	2122.0	0.0	0.21	0.05	0.0	0.0	0.0	1.11	0.92
FBgn0261394	FBtr0071522	973.0	0.42	0.0	0.58	0.0	0.0	0.0	1.18	2.16
FBgn0261395	FBtr0085738	889.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13
FBgn0261396	FBtr0302289,FBtr0336843	1692.0	1.17	5.57	0.78	0.84	10.45	0.96	3.45	3.59
FBgn0261397	FBtr0089743,FBtr0089744,FBtr0089745	6159.4	9.33	1.04	4.43	4.17	13.2	1.47	6.40	5.14
FBgn0261399	FBtr0346674	954.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261401	FBtr0302292	1872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06
FBgn0261402	FBtr0302293	1818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.00
FBgn0261403	FBtr0086084,FBtr0086085,FBtr0086086	3507.3	9.18	9.27	25.08	33.14	2.92	6.48	60.73	57.40
FBgn0261429	FBtr0302350,FBtr0335261	2621.5	0.0	0.0	9.32	0.0	0.0	0.0	0.42	0.21
FBgn0261434	FBtr0078951	1567.0	0.0	1.67	0.85	0.85	0.0	0.0	1.72	0.80
FBgn0261436	FBtr0078986	1590.0	0.0	0.88	1.56	0.13	0.0	0.0	2.26	1.98
FBgn0261437	FBtr0079646	641.0	0.7	0.0	0.0	0.95	0.0	0.0	3.63	3.65
FBgn0261439	FBtr0086552,FBtr0086553,FBtr0086554	2744.51	22.77	43.2	46.41	33.09	16.7	19.81	24.07	24.11
FBgn0261444	FBtr0070249,FBtr0308707,FBtr0330205,FBtr0330206,FBtr0330207,FBtr0336978,FBtr0346960,FBtr0347011	6716.24	18.68	16.05	19.31	42.72	11.61	28.67	39.95	37.74
FBgn0261445	FBtr0076938	2275.0	2.02	3.49	13.01	0.97	1.62	41.6	17.91	17.66
FBgn0261446	FBtr0070106,FBtr0332990	1506.0	0.0	0.0	1.0	0.68	3.18	0.08	2.20	2.51
FBgn0261452	FBtr0309753	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261453	FBtr0309754	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261454	FBtr0309755	147.0	0.0	0.0	0.0	0.0	9.48	0.0	25.55	6.63
FBgn0261455	FBtr0309756	101.0	34.28	0.0	0.0	0.0	0.0	0.0	0.00	50.65
FBgn0261456	FBtr0086500,FBtr0331920	2748.67	4.52	1.36	4.99	4.62	0.0	2.97	7.63	7.06
FBgn0261458	FBtr0100022,FBtr0100023,FBtr0332274	2486.81	22.54	7.12	17.4	18.36	5.33	0.37	7.34	7.74
FBgn0261461	FBtr0299622,FBtr0299623,FBtr0299624,FBtr0299625,FBtr0339261	3931.0	0.34	0.16	0.67	0.05	1.78	0.0	11.76	11.13
FBgn0261477	FBtr0086693,FBtr0331958	2934.18	5.79	125.92	19.19	18.79	0.6	12.27	16.72	15.88
FBgn0261479	FBtr0085863	1114.0	0.0	0.0	0.0	0.1	0.0	0.0	0.53	0.66
FBgn0261501	FBtr0302392	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.00
FBgn0261502	FBtr0302394	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.08
FBgn0261503	FBtr0334273	2076.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.18
FBgn0261504	FBtr0302398	299.0	4.96	1.14	13.43	0.32	0.62	0.0	9.27	14.22
FBgn0261505	FBtr0302396,FBtr0334741	1282.0	0.0	0.24	17.2	8.9	47.6	0.0	75.06	75.45
FBgn0261506	FBtr0331803,FBtr0335392	467.5	0.0	0.0	0.0	0.0	1.98	0.33	0.00	0.00
FBgn0261507	FBtr0307886	519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.14
FBgn0261508	FBtr0302437	255.0	0.0	0.0	25.7	0.0	0.0	0.0	0.00	0.00
FBgn0261509	FBtr0310017,FBtr0310018,FBtr0310019,FBtr0310020,FBtr0344146	5959.7	9.22	4.61	13.59	22.84	6.77	2.08	6.77	5.66
FBgn0261514	FBtr0304719,FBtr0304720,FBtr0343642	2645.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	1.08
FBgn0261522	FBtr0344595	888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.20
FBgn0261523	FBtr0302458	765.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.08
FBgn0261524	FBtr0073720	1951.0	0.0	2.39	25.37	5.99	5.85	53.97	4.90	6.25
FBgn0261526	FBtr0301517,FBtr0301518,FBtr0301519,FBtr0301520,FBtr0301608,FBtr0333586,FBtr0333587	2963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.26
FBgn0261529	FBtr0080623	4826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.15
FBgn0261530	FBtr0306039,FBtr0306040	2593.0	1.41	0.1	0.0	2.17	0.0	0.0	2.24	2.58
FBgn0261531	FBtr0303712	429.0	0.0	0.0	0.0	0.0	3.33	0.0	0.00	0.00
FBgn0261532	FBtr0083619,FBtr0336472	3253.0	1.27	8.16	4.7	8.84	11.91	8.94	16.38	14.28
FBgn0261534	FBtr0080640,FBtr0343680	694.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261535	FBtr0080639	2321.0	0.28	0.0	0.0	0.0	0.0	0.0	0.47	0.65
FBgn0261536	FBtr0302558,FBtr0346505	2564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.01
FBgn0261537	FBtr0302559,FBtr0346506	2564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.01
FBgn0261538	FBtr0302554,FBtr0302555,FBtr0302556,FBtr0309868	1521.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.14
FBgn0261545	FBtr0302644,FBtr0302645,FBtr0310576	3999.0	4.64	2.89	2.33	6.1	0.0	6.51	3.80	3.86
FBgn0261547	FBtr0302647,FBtr0302648,FBtr0302649,FBtr0302650,FBtr0302651	3766.97	0.88	3.27	0.48	0.14	0.0	0.53	3.13	3.47
FBgn0261549	FBtr0302660,FBtr0302661,FBtr0302662,FBtr0302663,FBtr0302664,FBtr0302665,FBtr0333601,FBtr0333602,FBtr0344165,FBtr0344166	8292.0	0.01	0.02	1.3	4.58	11.24	15.27	73.12	73.86
FBgn0261550	FBtr0302666,FBtr0302667,FBtr0302668,FBtr0302669,FBtr0302670,FBtr0302673,FBtr0303586,FBtr0306633,FBtr0306634	4466.66	11.04	7.86	2.56	6.99	1.59	11.13	29.13	29.69
FBgn0261552	FBtr0082037,FBtr0082038,FBtr0082039,FBtr0111027,FBtr0111028,FBtr0111029,FBtr0111030,FBtr0111031,FBtr0111032,FBtr0302691,FBtr0302692,FBtr0302693,FBtr0302694,FBtr0302695,FBtr0334303,FBtr0334304,FBtr0344283,FBtr0344284	6682.89	115.19	78.42	76.29	131.24	74.6	70.24	361.02	354.56
FBgn0261553	FBtr0302696,FBtr0302697,FBtr0302698,FBtr0302699,FBtr0302700,FBtr0304933,FBtr0304934,FBtr0330283,FBtr0339906,FBtr0339907,FBtr0345849	4894.39	11.19	6.48	14.04	11.68	0.52	7.31	11.77	10.74
FBgn0261554	FBtr0302701,FBtr0302702,FBtr0302703,FBtr0302704,FBtr0302706,FBtr0302707,FBtr0342885,FBtr0342886,FBtr0344188,FBtr0344189	5438.41	1.96	14.58	15.71	2.91	15.05	12.96	11.64	11.12
FBgn0261555	FBtr0302709,FBtr0302710,FBtr0302711	3700.67	0.0	0.0	0.14	2.97	0.38	0.21	15.33	13.46
FBgn0261556	FBtr0302712,FBtr0302713,FBtr0302714,FBtr0302715,FBtr0302716,FBtr0332698,FBtr0332699	8195.98	23.0	23.49	25.01	71.3	6.56	12.42	10.02	9.85
FBgn0261560	FBtr0077524,FBtr0345289	711.0	0.0	0.0	0.0	0.0	8.82	0.0	1.42	1.31
FBgn0261561	FBtr0302724,FBtr0302725,FBtr0302726,FBtr0302727,FBtr0303165,FBtr0335519	1753.85	5.2	0.0	1.04	1.44	0.0	0.0	0.60	0.73
FBgn0261562	FBtr0302729,FBtr0302730,FBtr0332874,FBtr0345814	1567.0	0.06	0.65	0.25	0.93	0.0	0.0	1.81	2.04
FBgn0261563	FBtr0302731,FBtr0302732,FBtr0302733,FBtr0302734,FBtr0302735,FBtr0305063	9635.67	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.23
FBgn0261564	FBtr0302766,FBtr0302767,FBtr0302768,FBtr0302769,FBtr0302770,FBtr0302771,FBtr0302772,FBtr0302773,FBtr0336697,FBtr0344190,FBtr0345077,FBtr0345078,FBtr0345079	1774.9	15.86	10.31	17.64	11.9	1.9	4.72	29.83	27.11
FBgn0261565	FBtr0302776,FBtr0302777,FBtr0302778,FBtr0302779,FBtr0302780,FBtr0302781,FBtr0302782,FBtr0302783,FBtr0302784,FBtr0302785,FBtr0302786,FBtr0302787,FBtr0306704,FBtr0332703,FBtr0346965	2915.87	0.0	0.1	0.11	0.11	24.66	1.56	16.81	15.72
FBgn0261566	FBtr0302802	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60	0.00
FBgn0261567	FBtr0302803	344.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	1.33
FBgn0261568	FBtr0343681	669.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.00
FBgn0261570	FBtr0302833,FBtr0302834,FBtr0302835,FBtr0302836,FBtr0302837,FBtr0340629,FBtr0340630,FBtr0340631,FBtr0340632	6785.93	13.56	14.74	6.2	12.22	17.78	5.99	17.50	15.51
FBgn0261571	FBtr0302857	5002.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.11
FBgn0261573	FBtr0302859,FBtr0302860,FBtr0302861,FBtr0302862,FBtr0302863,FBtr0302864,FBtr0307901,FBtr0307902,FBtr0307903,FBtr0336667	2310.39	35.2	14.65	21.6	23.38	6.26	28.19	29.30	26.92
FBgn0261574	FBtr0332721,FBtr0332722,FBtr0346077	14233.91	10.31	12.74	42.21	76.57	2.1	13.35	32.84	30.74
FBgn0261575	FBtr0084847	2104.0	0.0	0.0	1.35	0.0	0.0	0.0	0.49	0.60
FBgn0261580	FBtr0302889,FBtr0347025	1021.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.00
FBgn0261581	FBtr0302888,FBtr0310548	717.5	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.00
FBgn0261582	FBtr0302892,FBtr0302893	622.5	0.0	0.0	0.0	0.0	0.38	0.0	0.25	0.11
FBgn0261583	FBtr0302894	408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261584	FBtr0302896,FBtr0334011	2263.5	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.84
FBgn0261586	FBtr0344486,FBtr0344487	420.5	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.50
FBgn0261587	FBtr0302904	818.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.37
FBgn0261588	FBtr0302918,FBtr0302919,FBtr0339349,FBtr0339350	5099.0	0.12	3.11	0.05	0.41	17.47	16.27	22.03	22.17
FBgn0261592	FBtr0071135,FBtr0071136	970.16	98.87	136.27	79.44	70.66	54.4	29.98	43.54	49.39
FBgn0261596	FBtr0071935	646.0	11.48	42.58	5.14	21.17	7.88	4.49	34.22	41.69
FBgn0261597	FBtr0081089,FBtr0081090,FBtr0081091,FBtr0331455,FBtr0346591	685.38	18.27	2.51	4.06	20.37	17.46	1.73	22.37	27.16
FBgn0261599	FBtr0082136,FBtr0334681	532.95	72.63	92.48	78.29	19.08	20.76	38.2	106.84	110.78
FBgn0261602	FBtr0072924,FBtr0072925	998.0	4.67	2.39	5.36	16.95	1.65	1.64	16.94	22.37
FBgn0261608	FBtr0079016,FBtr0079017,FBtr0302570	599.67	0.0	0.0	1.32	1.79	0.17	0.51	11.83	15.23
FBgn0261609	FBtr0074300,FBtr0343016	1200.0	23.2	0.18	0.0	0.53	1.86	0.62	4.18	4.27
FBgn0261610	FBtr0302921	4296.0	0.89	0.28	3.87	4.84	2.49	3.85	12.09	10.26
FBgn0261611	FBtr0302922,FBtr0302923,FBtr0332922,FBtr0332923,FBtr0332924,FBtr0345481,FBtr0345482,FBtr0345483	1669.0	0.11	0.0	0.65	1.86	10.68	7.12	8.00	7.31
FBgn0261612	FBtr0302924,FBtr0302925	3484.5	0.0	0.0	0.0	0.0	0.36	6.77	1.61	1.32
FBgn0261614	FBtr0302953	488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261615	FBtr0302954	501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261616	FBtr0302955,FBtr0345909	565.5	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.00
FBgn0261617	FBtr0071402,FBtr0302722,FBtr0302723,FBtr0333521	14749.98	10.48	14.87	8.03	22.76	15.19	12.3	38.84	37.17
FBgn0261618	FBtr0089680,FBtr0089682,FBtr0301180,FBtr0301181,FBtr0306388,FBtr0306389,FBtr0306390	7459.97	30.74	38.78	25.16	56.93	39.42	19.57	96.16	95.70
FBgn0261624	FBtr0302971	813.0	1.56	4.2	0.0	0.0	0.0	0.0	14.15	13.36
FBgn0261625	FBtr0302972,FBtr0302973,FBtr0302974,FBtr0302975,FBtr0302976,FBtr0302977,FBtr0302978,FBtr0302979,FBtr0339707,FBtr0344191	2729.56	10.05	1.97	1.28	1.89	3.81	8.33	3.21	2.65
FBgn0261627	FBtr0302991	702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.09
FBgn0261628	FBtr0343646	983.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.30
FBgn0261630	FBtr0302995,FBtr0340258	549.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.19
FBgn0261631	FBtr0302996	451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261632	FBtr0347197	337.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.83
FBgn0261633	FBtr0302998	325.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261634	FBtr0302999	373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261635	FBtr0303001	351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261636	FBtr0344638	944.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.30
FBgn0261638	FBtr0303008,FBtr0309069	1246.5	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.42
FBgn0261639	FBtr0303009	849.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261640	FBtr0303010	810.0	0.85	20.83	0.04	16.12	23.64	0.86	15.35	2.93
FBgn0261641	FBtr0303013,FBtr0303014,FBtr0303015,FBtr0303017,FBtr0334545,FBtr0345075,FBtr0345076	4760.54	4.65	6.62	11.6	8.5	8.06	9.63	33.51	36.18
FBgn0261647	FBtr0077762,FBtr0077763,FBtr0330665,FBtr0330666	4208.02	8.0	13.65	18.62	7.19	1.02	5.89	9.63	9.36
FBgn0261648	FBtr0089913,FBtr0343619	6114.04	0.47	0.0	0.0	0.0	0.45	3.44	5.85	6.40
FBgn0261649	FBtr0089771,FBtr0089772,FBtr0304905,FBtr0337038,FBtr0337039	7069.55	67.63	76.09	6.6	3.67	80.84	23.53	22.59	20.50
FBgn0261671	FBtr0304927,FBtr0304928,FBtr0304929,FBtr0304930,FBtr0340172,FBtr0340173	16335.95	15.2	14.16	16.64	21.47	3.32	11.23	15.10	13.54
FBgn0261673	FBtr0087867,FBtr0087868,FBtr0087869,FBtr0087870,FBtr0302151,FBtr0339740,FBtr0339741,FBtr0339742	2030.27	10.23	0.04	0.0	0.0	0.19	0.77	20.69	22.19
FBgn0261674	FBtr0302980,FBtr0302981,FBtr0302982,FBtr0344221	2123.01	3.7	11.64	4.92	6.84	0.29	6.54	24.71	25.18
FBgn0261675	FBtr0077239	3971.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.17
FBgn0261679	FBtr0303074	2285.0	0.86	0.02	0.15	0.04	3.84	0.0	0.49	0.87
FBgn0261680	FBtr0303075	2285.0	0.86	0.02	0.15	0.04	3.84	0.0	0.49	0.87
FBgn0261681	FBtr0303076	577.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.00
FBgn0261682	FBtr0303077	607.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261683	FBtr0303078	2650.0	0.0	0.0	0.0	0.04	0.06	0.0	0.07	0.08
FBgn0261686	FBtr0303084,FBtr0303085,FBtr0303086	519.0	0.47	0.0	0.0	0.39	0.0	0.0	3.72	3.22
FBgn0261697	FBtr0303079	2650.0	0.0	0.0	0.0	0.04	0.06	0.0	0.07	0.08
FBgn0261698	FBtr0303080,FBtr0303081,FBtr0303082,FBtr0303083,FBtr0305946,FBtr0329869,FBtr0329872,FBtr0329938,FBtr0330616	6579.01	7.02	9.77	2.15	11.94	6.33	3.43	49.07	47.50
FBgn0261699	FBtr0333241	445.0	0.0	0.0	0.0	0.32	0.0	0.0	0.40	1.37
FBgn0261700	FBtr0340530	542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.64
FBgn0261702	FBtr0303196,FBtr0343094	610.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261703	FBtr0303198,FBtr0303199,FBtr0310308,FBtr0331765	5188.3	13.54	7.46	3.85	15.88	14.74	10.07	27.73	27.21
FBgn0261704	FBtr0303201,FBtr0303202,FBtr0344522	3805.16	9.62	6.4	9.18	6.56	9.71	9.52	18.15	19.95
FBgn0261705	FBtr0303203	3453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.83
FBgn0261706	FBtr0303209	1114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261707	FBtr0303211,FBtr0303212	1927.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.69
FBgn0261709	FBtr0303215	827.0	0.0	0.5	0.82	5.94	26.67	0.0	5.07	4.75
FBgn0261710	FBtr0071460,FBtr0071461,FBtr0307488,FBtr0332953	9738.7	28.4	25.17	21.98	43.34	27.91	22.75	71.78	71.29
FBgn0261714	FBtr0082547,FBtr0082548	2820.0	0.0	0.0	0.0	0.0	0.0	0.0	10.85	12.13
FBgn0261722	FBtr0075541,FBtr0075542,FBtr0075543	3020.0	33.87	20.11	20.24	82.77	66.0	29.78	102.02	103.60
FBgn0261723	FBtr0290136	2488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70	0.67
FBgn0261786	FBtr0072058	3845.0	0.58	0.0	4.97	0.47	4.76	0.03	2.86	3.47
FBgn0261787	FBtr0081403	4892.0	8.36	2.08	11.56	4.56	4.68	1.82	5.38	5.46
FBgn0261788	FBtr0303111,FBtr0303112,FBtr0303113,FBtr0303114,FBtr0303115,FBtr0303117,FBtr0303118,FBtr0303119,FBtr0303120,FBtr0303121,FBtr0303122,FBtr0303123,FBtr0303124,FBtr0303125,FBtr0334060,FBtr0334061,FBtr0334062,FBtr0344222,FBtr0344223,FBtr0344224	25809.13	148.59	125.01	106.68	135.7	78.92	69.05	97.28	94.91
FBgn0261789	FBtr0081737	778.0	6.31	0.0	61.3	29.5	6.22	5.1	15.77	17.35
FBgn0261790	FBtr0079560	521.0	0.0	10.26	0.0	2.03	36.58	0.0	3.59	5.82
FBgn0261791	FBtr0074377,FBtr0112993	436.86	16.9	20.74	16.32	4.02	0.0	0.0	7.05	6.46
FBgn0261792	FBtr0083720	687.0	0.64	0.0	0.0	0.0	0.0	0.0	2.89	3.89
FBgn0261793	FBtr0112927,FBtr0300577,FBtr0330105,FBtr0330106,FBtr0333750,FBtr0333811	8600.64	8.04	10.06	14.09	29.17	13.2	19.65	32.48	32.57
FBgn0261794	FBtr0072136,FBtr0072137,FBtr0072138,FBtr0072139,FBtr0343299,FBtr0343300,FBtr0343301	3626.68	27.68	33.75	74.57	100.84	27.87	45.35	47.39	47.64
FBgn0261797	FBtr0073359,FBtr0273370,FBtr0332745,FBtr0332746,FBtr0332747,FBtr0332748,FBtr0332749,FBtr0332750	14401.0	10.41	6.25	11.58	19.96	13.81	5.74	14.31	13.48
FBgn0261799	FBtr0075409	3496.0	0.0	0.0	0.0	0.58	0.0	0.0	0.29	0.23
FBgn0261800	FBtr0079490,FBtr0079491	6091.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.22
FBgn0261801	FBtr0303270	2857.0	0.0	0.0	0.0	0.03	0.52	0.17	4.55	5.19
FBgn0261802	FBtr0303271,FBtr0303272,FBtr0303273,FBtr0303274,FBtr0303275,FBtr0303276,FBtr0303277,FBtr0333742,FBtr0333743,FBtr0333744,FBtr0333745	5240.86	15.42	26.19	23.78	30.76	35.9	27.11	62.12	59.74
FBgn0261803	FBtr0303278,FBtr0303279,FBtr0340474	1435.67	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.08
FBgn0261804	FBtr0303280,FBtr0343817	6066.0	2.18	0.57	10.6	13.39	16.16	3.93	45.97	44.45
FBgn0261805	FBtr0303281	422.0	0.0	0.0	5.54	0.7	0.0	12.93	6.25	4.11
FBgn0261806	FBtr0303282	791.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261807	FBtr0303283	663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.19
FBgn0261808	FBtr0113218,FBtr0113219,FBtr0113220,FBtr0335218,FBtr0335219,FBtr0335220	1877.39	0.2	13.63	1.65	3.07	0.06	0.0	9.63	8.00
FBgn0261811	FBtr0074804,FBtr0074805,FBtr0303995,FBtr0303996	6389.09	7.11	4.49	5.17	13.19	4.54	5.31	21.06	23.96
FBgn0261813	FBtr0344645	1097.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.16
FBgn0261814	FBtr0303300	623.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.21
FBgn0261816	FBtr0303303	631.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261817	FBtr0303304	359.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.74
FBgn0261822	FBtr0079566,FBtr0079567,FBtr0079568,FBtr0079569,FBtr0079570,FBtr0079571,FBtr0079572,FBtr0079573,FBtr0079574,FBtr0332498	6679.15	54.56	24.64	49.51	55.57	73.74	98.82	176.57	178.77
FBgn0261823	FBtr0087493,FBtr0100154,FBtr0332929,FBtr0332930	6545.76	11.26	5.17	5.44	9.88	3.57	7.94	18.41	18.44
FBgn0261830	FBtr0303390	593.0	0.0	0.0	0.0	0.42	0.0	0.0	1.69	1.69
FBgn0261831	FBtr0303391	660.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.78
FBgn0261832	FBtr0303392,FBtr0303393,FBtr0331568	822.0	0.0	0.0	0.84	0.0	0.0	0.0	2.28	3.47
FBgn0261833	FBtr0344656,FBtr0346734	468.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40	0.77
FBgn0261834	FBtr0303395,FBtr0303396	732.0	1.48	0.0	5.2	0.0	0.0	0.64	0.00	0.77
FBgn0261835	FBtr0303397	866.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.76
FBgn0261836	FBtr0303383,FBtr0303384,FBtr0303385,FBtr0303386,FBtr0303387,FBtr0303388,FBtr0303389,FBtr0332403,FBtr0332404,FBtr0332405,FBtr0332406	33142.76	215.88	181.74	196.19	270.42	74.82	102.29	106.45	101.90
FBgn0261837	FBtr0346907	1824.0	0.4	0.0	0.05	0.33	0.0	0.0	4.36	4.88
FBgn0261838	FBtr0303402	1824.0	0.4	0.0	0.05	0.33	0.0	0.0	4.36	4.88
FBgn0261839	FBtr0303405,FBtr0433509	2455.0	0.0	2.18	0.07	0.0	0.0	1.47	2.31	1.96
FBgn0261840	FBtr0303404,FBtr0433514	2594.0	0.08	2.18	0.0	0.0	0.0	0.0	2.31	4.67
FBgn0261841	FBtr0303407,FBtr0433512	2132.0	3.39	2.18	0.0	2.43	1.04	0.0	2.31	1.96
FBgn0261842	FBtr0303406,FBtr0433511	1868.0	19.94	2.18	5.0	3.49	11.08	0.0	2.31	1.96
FBgn0261843	FBtr0303408,FBtr0433510	2084.0	0.37	6.99	0.25	0.12	1.17	0.24	10.20	9.96
FBgn0261844	FBtr0303409,FBtr0433513,FBtr0445402	2818.0	0.69	0.44	2.84	0.38	0.0	0.03	7.13	4.82
FBgn0261845	FBtr0303410,FBtr0433515,FBtr0445403	3878.0	0.44	0.0	3.42	0.23	4.04	0.03	2.35	1.94
FBgn0261846	FBtr0345167	562.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261847	FBtr0303412,FBtr0344449	383.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261848	FBtr0303416,FBtr0339817	800.5	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.15
FBgn0261849	FBtr0303417	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261850	FBtr0071576	2797.0	0.0	0.0	0.0	0.14	2.43	0.0	1.96	2.21
FBgn0261853	FBtr0303428,FBtr0347196	440.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.40
FBgn0261854	FBtr0303429,FBtr0303430,FBtr0303431,FBtr0303432,FBtr0303433,FBtr0303434,FBtr0303435,FBtr0303437,FBtr0329887,FBtr0329888,FBtr0329889,FBtr0329890	2776.22	74.97	17.11	27.1	51.14	25.39	26.22	109.94	108.97
FBgn0261856	FBtr0303442	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00
FBgn0261857	FBtr0303443	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.42
FBgn0261858	FBtr0303463	386.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50	0.22
