gene_id,E-PG_l1r1,E-PG_l1r2,E-PG_l2r1,E-PG_l2r2,P-EG_r1,P-EG_r2,D7_l1r1,D7_l1r2,D7_l2r1,D7_l2r2,P-EN2_l1r1,P-EN2_l2r1,wholebrain_1,wholebrain_2
FBgn0025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.16
FBgn0025645,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11
FBgn0025674,1.32,9.8,1.35,12.64,1.49,0.07,0.0,0.0,1.25,2.12,3.54,5.93,3.24,3.03
FBgn0025676,1.45,1.56,5.3,1.95,1.58,13.04,22.76,0.07,0.31,0.0,0.51,7.16,9.52,11.7
FBgn0025678,9.13,2.32,6.57,1.82,0.08,0.58,9.72,1.95,0.56,1.22,5.13,3.9,5.94,6.1
FBgn0025679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06
FBgn0025680,0.0,0.48,0.01,0.0,0.71,2.01,0.0,0.0,0.03,0.12,0.0,15.77,1.19,1.5
FBgn0025681,6.49,3.3,2.58,7.65,3.26,3.43,4.21,6.28,2.21,2.37,4.37,6.32,11.03,11.78
FBgn0025682,0.0,0.63,5.57,0.37,15.91,0.02,17.13,1.81,7.0,14.89,2.57,1.87,14.71,15.48
FBgn0025683,0.0,0.03,1.52,0.0,4.55,3.78,0.0,0.0,2.15,0.0,0.8,0.0,8.38,7.29
FBgn0025684,0.08,2.91,1.66,1.48,0.07,0.29,2.6,0.04,7.55,12.66,1.51,22.8,1.99,2.56
FBgn0025686,0.0,1.25,0.11,0.7,0.0,0.55,0.0,0.39,0.0,0.0,0.0,0.0,0.48,0.3
FBgn0025692,2.68,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0025693,0.0,0.0,0.05,0.03,5.21,0.13,0.0,0.0,0.0,0.04,0.0,0.02,1.77,1.06
FBgn0025697,0.0,0.0,0.0,0.03,0.93,0.01,0.0,0.0,0.28,0.47,0.0,0.0,4.68,5.7
FBgn0025700,0.0,0.23,0.0,0.0,0.32,52.6,1.96,4.35,1.83,0.05,2.07,0.08,0.92,1.33
FBgn0025702,12.22,17.09,20.55,27.96,15.12,26.29,19.38,22.61,11.11,17.04,47.2,3.75,20.4,21.28
FBgn0025709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.12,0.03
FBgn0025712,8.85,15.86,21.03,7.29,10.98,16.94,19.66,0.45,19.06,10.46,4.38,8.34,20.49,23.22
FBgn0025716,0.87,0.13,3.44,0.07,0.0,0.76,2.65,0.0,1.42,8.48,4.73,3.24,3.16,3.06
FBgn0025720,7.39,7.72,11.85,41.83,9.05,4.18,32.88,25.84,12.59,4.71,17.74,0.23,9.85,10.9
FBgn0025724,0.96,4.21,0.26,2.41,0.0,0.31,0.13,0.44,1.33,0.41,0.76,1.95,1.56,1.68
FBgn0025725,35.39,3.89,1.74,3.87,1.04,3.36,4.5,0.27,7.05,8.72,4.08,0.09,3.13,3.9
FBgn0025726,111.11,186.09,220.87,218.02,190.44,216.53,133.26,88.21,148.26,154.8,218.22,165.1,397.37,378.3
FBgn0025739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16
FBgn0025740,36.04,29.78,33.32,22.04,24.9,24.58,16.2,18.64,46.88,23.93,46.89,23.15,51.72,42.75
FBgn0025741,30.24,66.32,36.93,41.95,61.11,36.36,41.31,24.78,43.22,48.27,78.02,52.62,99.86,91.22
FBgn0025742,6.56,3.49,3.22,6.77,1.47,0.65,4.09,0.0,2.24,0.79,2.07,3.04,3.77,3.55
FBgn0025743,0.28,3.51,0.99,3.94,0.36,14.39,2.83,0.02,1.74,0.8,1.64,0.42,4.91,5.03
FBgn0025776,0.0,0.0,0.0,0.0,0.35,0.06,0.0,0.0,0.15,0.0,4.17,0.0,1.51,1.25
FBgn0025777,12.98,18.2,13.58,76.37,15.17,17.16,2.14,3.83,1.98,10.31,4.36,2.54,27.37,26.53
FBgn0025781,1.08,0.78,14.31,1.34,0.36,0.04,0.0,1.79,3.02,2.09,3.2,6.53,2.17,2.02
FBgn0025790,3.1,12.51,1.79,9.91,5.13,12.28,19.0,4.05,13.12,6.13,15.42,3.08,11.83,11.65
FBgn0025800,15.67,23.52,18.54,18.86,20.23,18.37,10.87,22.66,7.68,7.0,27.47,21.48,30.74,28.25
FBgn0025802,7.8,11.76,10.92,9.21,2.84,2.82,4.46,4.31,3.09,4.55,1.18,1.91,6.03,5.52
FBgn0025807,0.0,0.06,0.0,0.05,3.48,2.49,0.0,0.0,0.09,3.21,0.0,0.22,1.18,0.95
FBgn0025808,0.04,0.8,0.17,5.8,0.89,0.0,0.05,0.0,0.19,4.99,0.02,0.0,5.49,5.44
FBgn0025809,0.11,3.32,6.11,0.9,13.9,1.46,33.36,6.48,5.38,3.93,2.98,0.0,15.45,14.8
FBgn0025814,0.0,8.27,12.88,0.32,1.54,1.73,1.91,3.59,0.0,5.84,0.85,0.17,4.34,7.76
FBgn0025815,0.0,1.3,0.07,0.44,0.0,0.0,0.0,0.03,0.26,0.04,0.0,0.0,0.49,0.33
FBgn0025820,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.14,0.75,0.0,1.05,1.52,1.99
FBgn0025821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2
FBgn0025825,0.0,0.0,1.74,0.0,0.01,1.28,0.33,0.0,0.07,0.0,0.0,0.05,0.41,0.5
FBgn0025827,0.0,0.0,3.83,0.0,8.71,0.0,0.0,0.0,0.33,3.84,1.07,0.0,0.38,1.09
FBgn0025830,0.05,1.62,1.95,7.01,7.11,2.88,0.05,0.0,0.01,2.38,1.87,0.04,2.59,3.39
FBgn0025832,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.19,0.0,0.37,0.4
FBgn0025833,6.02,21.79,16.47,24.36,35.7,57.12,33.86,12.72,33.39,74.02,34.29,17.5,31.45,31.45
FBgn0025835,0.06,0.0,0.0,0.0,0.01,0.81,0.61,0.07,1.28,0.47,0.0,0.0,0.35,0.32
FBgn0025836,22.44,27.8,33.67,16.27,17.45,15.81,18.18,12.94,16.65,14.9,10.47,10.53,28.3,29.44
FBgn0025837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11
FBgn0025838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.12
FBgn0025839,1.09,0.38,0.0,4.65,0.15,0.09,0.26,0.23,0.0,2.2,15.3,0.0,4.33,5.34
FBgn0025864,5.69,10.37,16.62,12.47,6.23,7.79,4.27,1.74,6.47,8.74,11.13,14.89,13.21,12.56
FBgn0025865,1.78,2.35,4.32,14.45,8.88,13.81,1.9,1.4,0.37,6.44,29.29,14.92,11.99,11.37
FBgn0025866,2.5,3.37,3.88,7.93,7.17,7.57,1.27,0.11,2.46,10.09,6.27,1.79,11.12,10.12
FBgn0025874,0.29,0.14,6.73,0.0,2.47,0.21,0.43,0.04,5.18,2.77,1.69,40.15,2.89,3.12
FBgn0025878,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.04,1.01,0.0,4.61,5.43
FBgn0025879,4.29,3.97,2.04,0.61,6.8,0.59,1.6,2.4,0.6,3.14,1.13,0.43,6.91,7.69
FBgn0025881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0025882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0025885,0.78,8.24,5.91,1.38,0.07,2.56,5.18,7.48,8.7,8.84,0.0,1.09,3.8,4.4
FBgn0025936,19.19,30.98,31.34,32.44,12.44,28.72,23.88,9.9,37.27,24.46,38.88,25.49,93.33,82.26
FBgn0026015,0.0,1.28,0.01,0.1,0.06,1.57,0.16,1.07,4.07,0.44,0.01,0.0,0.54,1.38
FBgn0026056,2.97,3.32,10.36,13.03,9.32,11.13,8.1,11.46,13.14,14.94,5.49,1.69,15.63,15.46
FBgn0026058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3
FBgn0026059,9.76,23.43,45.06,20.81,35.39,31.52,15.37,8.52,27.42,15.17,12.6,15.03,30.78,29.86
FBgn0026060,2.42,14.61,1.27,14.08,1.76,10.08,0.24,12.16,17.34,10.98,0.0,13.68,14.76,13.55
FBgn0026061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.02
FBgn0026063,0.0,0.15,0.0,0.29,0.0,0.53,0.0,0.04,0.02,0.02,13.15,6.43,18.14,12.21
FBgn0026064,0.0,0.15,0.0,0.29,0.0,0.04,0.0,0.0,0.0,0.0,3.74,6.43,3.85,3.79
FBgn0026076,30.36,36.18,57.15,74.42,53.41,124.86,31.48,72.55,36.12,63.42,31.91,47.93,91.73,92.32
FBgn0026077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.52
FBgn0026079,0.0,0.0,3.18,0.57,0.0,0.26,0.0,3.01,3.31,0.77,0.0,0.89,0.44,0.4
FBgn0026080,0.64,0.83,0.02,0.57,1.55,1.31,0.73,9.19,0.41,0.14,0.43,1.93,2.42,2.45
FBgn0026083,8.67,23.76,16.76,20.84,14.66,31.56,22.02,13.01,22.29,28.17,28.98,18.64,35.32,32.05
FBgn0026084,3.31,4.55,3.91,14.84,16.17,23.91,7.66,2.02,28.83,13.77,22.08,5.4,57.57,60.89
FBgn0026085,1.11,0.0,0.56,0.0,0.0,3.86,0.0,0.0,0.09,0.0,0.0,0.0,0.36,0.26
FBgn0026086,11.03,20.07,35.85,36.41,11.55,26.33,32.37,42.09,19.59,32.5,36.12,26.08,72.45,67.33
FBgn0026088,7.74,0.97,31.69,45.63,0.92,45.3,0.22,0.0,1.43,21.93,0.0,270.29,5.47,6.27
FBgn0026089,0.19,8.53,0.32,0.0,0.15,0.21,5.62,8.85,0.04,2.37,3.66,0.0,4.82,8.71
FBgn0026090,1.38,18.02,7.43,4.06,4.46,4.49,8.55,0.0,2.28,2.84,0.05,9.87,14.42,17.67
FBgn0026136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
FBgn0026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.11
FBgn0026143,6.86,1.09,5.88,1.86,0.15,0.19,0.0,0.04,1.06,5.58,0.86,0.0,1.17,2.05
FBgn0026144,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.24,0.0,0.0,1.19,1.07
FBgn0026147,10.29,13.84,20.93,18.25,10.56,13.76,6.95,18.05,8.31,15.93,13.16,14.03,22.75,21.32
FBgn0026148,0.0,0.23,0.31,0.0,0.66,0.03,0.28,0.07,0.0,0.06,3.07,0.0,2.96,2.82
FBgn0026149,0.19,7.57,7.49,4.15,3.66,2.22,0.05,0.4,0.89,4.31,2.65,0.17,9.46,9.16
FBgn0026150,0.3,0.66,0.91,2.49,5.62,2.55,3.27,6.42,7.82,6.17,2.3,0.01,7.9,7.18
FBgn0026160,4.68,12.21,12.3,6.04,32.29,63.32,18.81,34.17,41.89,50.68,15.71,27.05,62.68,64.07
FBgn0026162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
FBgn0026175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.24,0.0
FBgn0026176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026179,17.68,27.32,50.99,29.08,31.68,53.12,27.08,31.02,31.02,50.07,63.4,32.59,39.43,40.82
FBgn0026181,1.52,1.38,1.52,4.05,4.7,10.29,1.85,1.34,5.1,2.42,10.07,1.21,3.77,3.68
FBgn0026189,10.66,29.56,24.88,46.75,10.49,50.38,45.31,11.17,12.89,30.49,52.51,22.63,45.15,45.91
FBgn0026190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.76,0.0,0.0,0.07,0.14
FBgn0026192,5.49,12.11,11.87,31.96,26.17,13.72,3.19,11.21,16.42,18.47,15.41,5.15,57.18,58.27
FBgn0026196,0.52,0.1,0.02,1.11,0.14,0.42,4.76,0.95,0.0,1.59,0.0,0.6,1.59,1.38
FBgn0026197,52.05,263.5,331.84,237.03,17082.51,1346.42,340.57,341.66,357.16,474.62,385.14,676.19,1340.95,1427.76
FBgn0026199,0.73,0.27,0.09,0.24,11.09,0.04,0.03,1.34,0.14,0.22,0.0,0.0,22.13,21.58
FBgn0026206,80.78,72.34,77.1,118.34,95.95,103.7,46.64,40.32,61.26,74.12,100.54,100.31,151.06,147.38
FBgn0026207,3.33,0.97,0.0,0.55,0.0,0.06,0.13,5.99,0.29,0.07,0.07,0.32,0.65,0.96
FBgn0026238,15.39,19.94,47.44,19.71,5.07,21.24,50.73,10.93,18.82,21.6,7.07,3.25,62.34,59.48
FBgn0026239,0.33,2.53,3.8,0.8,1.62,3.02,0.4,0.15,6.35,1.22,4.21,23.97,1.68,1.29
FBgn0026250,76.06,144.95,32.85,44.97,80.81,11.2,51.99,4.76,15.19,64.74,68.77,19.72,109.99,112.61
FBgn0026252,10.97,0.97,4.7,8.96,0.87,7.36,2.05,0.94,12.56,6.32,16.5,0.44,9.48,9.14
FBgn0026255,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.17,0.34,0.3
FBgn0026257,0.61,0.67,4.23,2.11,0.02,0.24,0.24,1.2,0.25,0.54,0.98,21.52,5.6,7.7
FBgn0026259,0.45,6.29,3.12,7.1,1.03,9.44,12.14,0.27,3.12,5.66,0.46,1.55,5.83,5.15
FBgn0026261,0.69,1.21,0.07,0.0,0.45,0.18,6.7,0.18,5.78,9.13,0.1,1.21,2.73,4.37
FBgn0026262,8.68,33.95,16.35,32.74,14.83,26.94,23.13,19.37,20.21,18.78,32.17,36.79,69.14,66.84
FBgn0026263,0.0,0.0,0.47,0.0,2.75,0.8,1.32,0.31,1.38,0.09,11.67,0.02,3.93,3.69
FBgn0026268,0.0,0.31,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.03,0.07,0.06
FBgn0026309,0.9,0.93,2.43,2.05,0.16,0.69,0.04,0.38,1.21,0.06,0.01,0.01,1.41,0.97
FBgn0026313,12.94,6.12,12.03,11.51,3.92,14.13,15.11,3.13,7.13,9.93,2.8,8.05,16.44,15.59
FBgn0026314,0.0,0.49,0.0,0.0,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,15.65
FBgn0026315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.24
FBgn0026316,0.85,19.84,5.72,11.13,5.49,5.94,6.02,18.5,3.54,8.45,13.84,0.33,12.21,12.64
FBgn0026317,0.15,2.96,1.21,0.12,0.04,3.69,0.65,0.0,7.19,2.01,9.48,4.07,3.45,2.79
FBgn0026319,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.05,0.87,0.0,0.0,0.41,0.29
FBgn0026320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24
FBgn0026323,1.82,1.93,3.46,3.89,7.5,1.72,9.11,2.27,0.28,1.45,5.53,0.37,8.8,8.31
FBgn0026324,11.17,0.0,0.07,0.0,2.36,0.0,5.92,0.0,0.72,2.28,0.92,0.0,5.05,5.1
FBgn0026326,3.55,2.34,43.17,0.39,40.58,8.46,0.43,0.0,2.08,0.45,1.69,0.27,11.37,11.82
FBgn0026361,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.39,0.22
FBgn0026369,4.45,2.17,6.5,4.09,11.21,32.41,20.54,8.14,14.05,4.35,4.14,5.73,9.55,8.32
FBgn0026371,1.71,0.29,0.36,5.79,1.09,6.76,1.25,1.42,0.01,0.78,5.21,0.34,2.39,3.31
FBgn0026372,32.07,29.47,52.08,20.56,168.34,91.42,47.11,49.34,16.09,24.77,20.28,12.35,50.77,55.0
FBgn0026373,0.0,0.0,0.0,0.0,0.03,0.0,0.0,4.95,0.04,0.0,0.0,0.0,0.55,0.84
FBgn0026374,0.57,0.26,14.09,0.06,2.62,1.55,0.14,0.0,0.13,7.08,0.04,0.04,5.27,3.77
FBgn0026375,17.84,35.63,23.49,19.58,17.92,21.21,25.58,20.54,29.76,46.53,64.45,41.77,56.24,53.75
FBgn0026376,1.76,4.23,5.35,1.35,27.62,43.31,4.32,8.08,6.59,19.45,3.77,6.2,12.21,12.0
FBgn0026378,0.0,2.14,0.8,0.03,0.19,2.84,0.26,17.08,0.53,2.51,0.0,0.02,0.83,1.43
FBgn0026379,8.85,6.24,6.12,3.94,7.14,17.76,2.62,26.2,10.94,4.85,6.55,4.95,18.87,19.06
FBgn0026380,0.19,0.0,0.44,0.0,0.0,0.0,0.0,1.18,0.19,0.0,0.0,0.0,1.34,1.73
FBgn0026384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.44
FBgn0026385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04
FBgn0026386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
FBgn0026388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26
FBgn0026389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
FBgn0026392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026393,0.34,0.56,0.96,0.39,3.81,0.04,1.83,8.72,2.23,3.04,0.67,6.57,2.2,1.91
FBgn0026394,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,10.38,0.0,0.0,0.7,0.23
FBgn0026395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12
FBgn0026396,0.0,0.0,0.03,0.0,0.43,0.0,0.0,0.0,0.14,0.0,21.04,0.03,0.11,0.09
FBgn0026397,0.13,2.12,2.77,3.87,1.74,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.39,0.38
FBgn0026398,0.0,0.0,1.44,3.61,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.23
FBgn0026399,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.28,0.0,0.0,0.0,0.05,0.0
FBgn0026400,0.0,0.0,0.0,4.59,0.0,7.13,0.39,0.0,0.09,0.0,0.0,0.0,0.57,1.99
FBgn0026401,2.81,10.42,14.04,20.89,13.2,14.77,7.5,8.55,15.11,13.26,15.35,16.27,35.33,33.87
FBgn0026402,0.0,0.98,0.14,0.58,0.6,0.48,4.0,0.0,0.98,0.49,0.24,3.44,2.59,1.88
FBgn0026403,0.0,0.16,0.0,0.0,0.0,0.07,0.0,0.0,0.18,0.01,1.5,0.0,0.16,0.31
FBgn0026404,0.77,0.0,0.11,2.09,1.55,0.44,0.0,0.0,2.24,0.05,0.02,0.12,1.36,1.2
FBgn0026409,140.7,256.82,316.65,451.22,530.61,131.74,392.89,147.08,424.12,362.98,111.26,412.15,303.85,320.29
FBgn0026411,23.28,55.94,31.68,63.39,55.44,123.3,0.36,1.55,0.02,0.07,38.13,120.0,24.17,23.69
FBgn0026415,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,13.9
FBgn0026417,1.37,0.82,0.88,6.82,0.09,0.17,9.12,0.25,3.32,10.13,1.11,3.18,9.69,8.52
FBgn0026418,4.33,5.15,10.4,10.22,7.22,5.47,18.83,3.84,15.09,9.46,0.52,1.25,12.14,10.71
FBgn0026427,4.65,3.17,6.37,8.68,2.83,9.37,3.21,4.3,3.9,2.96,6.24,2.99,11.32,11.56
FBgn0026428,3.91,0.79,2.77,1.64,3.05,0.68,2.68,2.45,7.38,1.14,5.16,3.73,5.71,6.93
FBgn0026430,0.03,0.46,3.36,0.82,2.0,1.41,1.2,2.98,0.42,0.12,0.14,0.05,2.42,1.87
FBgn0026431,1.41,0.99,12.3,5.16,0.56,2.68,1.15,2.82,0.84,1.34,0.12,2.42,5.48,4.55
FBgn0026432,5.08,1.47,3.05,3.92,2.52,2.48,4.37,2.41,2.37,5.75,3.97,1.99,6.27,5.82
FBgn0026433,0.0,0.23,1.47,0.15,0.0,0.16,0.0,0.0,0.11,1.97,4.27,0.0,1.8,1.51
FBgn0026438,65.06,78.11,31.16,72.29,48.23,76.01,32.51,18.94,29.72,43.38,38.6,18.93,36.21,35.42
FBgn0026439,0.0,1.03,0.02,0.17,187.53,13.56,0.0,0.0,0.01,0.04,0.04,0.02,134.59,124.77
FBgn0026441,1.79,8.35,4.72,3.41,2.64,10.82,35.0,6.09,5.33,12.08,4.27,6.62,13.24,16.33
FBgn0026479,10.66,12.14,43.48,11.84,4.72,14.31,14.29,5.79,13.02,18.15,11.23,7.7,14.64,13.53
FBgn0026533,19.49,17.84,9.9,14.81,23.04,23.27,11.3,3.18,12.39,13.86,4.88,8.84,73.06,76.29
FBgn0026562,0.0,0.17,0.0,0.0,4.77,0.62,0.0,0.0,0.0,0.0,0.26,0.0,2.51,3.43
FBgn0026563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.15
FBgn0026565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0026566,1.44,10.21,3.08,0.46,19.99,6.13,0.38,0.0,10.54,7.75,0.04,0.39,3.09,4.0
FBgn0026570,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.46
FBgn0026573,2.8,5.5,10.36,3.73,5.49,16.67,5.06,3.91,8.8,10.24,10.17,14.13,15.91,17.23
FBgn0026575,19.84,29.98,23.89,39.29,24.23,29.06,30.28,22.66,34.26,37.34,16.95,15.11,34.91,34.07
FBgn0026576,0.04,0.39,15.26,0.9,0.5,3.16,4.3,0.0,0.4,0.91,0.36,0.02,3.98,3.18
FBgn0026577,9.51,13.4,20.22,24.06,13.51,14.96,17.63,9.66,10.3,18.21,13.64,9.35,27.87,26.83
FBgn0026582,1.05,0.07,0.17,1.46,0.38,0.0,0.51,0.0,0.0,3.0,0.07,0.16,1.89,1.59
FBgn0026592,92.52,73.85,60.22,86.45,45.46,13.99,51.13,4.91,55.54,114.23,26.07,11.33,92.33,108.41
FBgn0026593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4
FBgn0026597,9.1,8.25,6.01,13.48,5.75,6.68,3.99,1.52,7.47,1.62,26.61,3.1,14.33,14.17
FBgn0026598,0.0,0.0,1.48,0.02,0.09,0.0,0.12,0.02,0.02,0.01,0.0,0.12,0.14,0.24
FBgn0026602,6.3,1.65,1.93,1.71,1.01,11.44,15.19,10.01,20.27,1.45,9.93,4.36,3.21,3.62
FBgn0026616,16.59,26.93,27.46,18.73,14.9,19.32,23.08,12.03,15.9,18.76,16.49,26.32,20.87,19.62
FBgn0026619,2.34,1.53,4.77,6.15,0.67,0.0,1.49,0.14,1.45,7.31,0.27,1.25,7.52,6.84
FBgn0026620,21.81,68.19,64.02,60.67,69.24,70.05,57.77,57.86,71.33,67.89,43.03,111.18,161.65,159.01
FBgn0026630,2.6,1.21,6.9,4.66,0.61,2.58,8.32,10.1,0.54,9.01,2.58,0.87,10.48,9.73
FBgn0026634,0.03,0.12,1.67,0.17,6.28,2.17,2.31,0.4,1.14,2.35,0.43,0.0,2.01,1.27
FBgn0026666,0.0,6.14,43.25,0.87,1.74,0.05,19.03,0.0,0.19,0.22,0.0,0.0,9.75,8.52
FBgn0026679,0.64,0.0,0.0,2.51,0.17,0.0,0.0,0.0,0.07,0.93,0.06,0.04,0.37,0.38
FBgn0026702,0.0,1.68,0.0,0.0,0.0,0.81,0.0,0.0,0.79,0.01,0.0,0.04,0.15,0.13
FBgn0026713,1.12,1.54,0.72,1.27,0.0,0.46,0.12,0.42,0.03,0.06,0.32,0.31,1.35,1.49
FBgn0026718,0.0,0.0,0.0,0.0,4.8,5.26,0.0,0.0,0.0,0.0,0.0,0.0,4.44,3.68
FBgn0026721,0.0,0.22,0.0,0.01,0.23,0.03,0.0,0.0,0.0,5.07,0.0,0.0,1.81,1.73
FBgn0026722,0.54,0.22,1.1,0.25,0.1,9.48,1.01,0.14,1.24,2.71,0.26,3.28,1.84,1.72
FBgn0026737,0.0,0.21,0.14,0.0,0.0,0.0,0.1,0.94,0.89,8.27,0.0,0.0,2.22,2.14
FBgn0026738,0.0,0.0,0.0,0.56,0.0,1.62,0.07,9.28,0.14,0.0,0.0,0.08,1.08,1.08
FBgn0026741,4.98,1.14,0.77,2.4,9.57,0.0,3.37,9.05,0.0,1.63,2.55,0.61,12.76,11.25
FBgn0026749,1.89,11.56,6.3,3.2,15.01,8.0,5.89,0.3,7.71,2.61,16.81,0.0,9.56,12.89
FBgn0026751,0.0,0.23,0.62,2.63,0.26,13.2,0.04,0.03,0.0,1.01,0.03,0.0,3.09,2.8
FBgn0026754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12
FBgn0026755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.12
FBgn0026756,0.0,0.0,0.02,0.0,0.0,0.0,0.87,0.0,1.39,0.0,0.12,0.0,0.26,0.1
FBgn0026760,0.0,3.07,2.14,0.57,0.02,1.54,6.2,10.74,10.41,2.58,0.01,4.58,1.59,1.14
FBgn0026761,0.17,2.08,1.4,8.42,3.26,0.2,3.38,1.46,6.45,5.05,11.37,7.52,4.41,4.42
FBgn0026777,14.16,35.87,22.9,6.75,3.99,13.31,15.75,1.45,11.99,14.33,4.26,2.92,22.39,23.44
FBgn0026778,0.0,0.06,1.26,0.0,0.02,0.11,0.03,0.08,0.31,2.15,0.0,0.01,0.78,0.97
FBgn0026787,3.6,2.67,4.07,3.54,3.36,2.66,2.09,3.93,1.38,6.55,2.87,0.85,5.97,4.9
